번호,영화명,개봉일,전국관객수,서울관객수,개봉연도,관객수기준,장르,kmdb제목,kmdb장르
209,박물관이 살아있다 2,2009-06-04,"2,002,526","533,642",2009,2002526,어드벤처,박물관이 살아있다 2,액션|코메디|어드벤처
210,테넷,2020-08-26,"1,998,987","680,773",2020,1998987,액션,테넷,액션|SF
211,그대들은 어떻게 살 것인가,2023-10-25,"1,996,956","582,292",2023,1996956,애니메이션,그대들은 어떻게 살 것인가,드라마|어드벤처|판타지
212,크루엘라,2021-05-26,"1,983,397","679,324",2021,1983397,드라마,크루엘라,드라마|범죄|코메디
213,루시,2014-09-03,"1,971,837","586,398",2014,1971837,액션,루시,액션
214,알리타: 배틀 엔젤,2019-02-05,"1,949,372","540,123",2019,1949372,액션,알리타: 배틀 엔젤,액션|어드벤처|멜로드라마|SF|스릴러
215,뉴 문,2009-12-02,"1,949,027","636,212",2009,1949027,판타지,뉴 문,드라마|멜로드라마|판타지
216,천사와 악마,2009-05-14,"1,936,321","653,372",2009,1936321,미스터리,천사와 악마,드라마|범죄|미스터리|스릴러
217,애나벨 : 인형의 주인,2017-08-10,"1,934,192","472,569",2017,1934192,공포(호러),애나벨: 인형의 주인,스릴러|미스터리|공포
218,컨저링 2,2016-06-09,"1,926,201","453,800",2016,1926201,공포(호러),컨저링 2,공포
219,터보,2013-07-25,"1,923,748","398,526",2013,1923748,애니메이션,터보,드라마
220,존 윅 4,2023-04-12,"1,923,520","572,209",2023,1923520,액션,존 윅 4,액션|범죄|스릴러
221,수어사이드 스쿼드,2016-08-03,"1,898,121","521,174",2016,1898121,액션,수어사이드 스쿼드,액션
222,러브 액츄얼리,2003-12-05,"1,887,000","940,000",2003,1887000,멜로/로맨스,러브 액츄얼리,코메디|드라마|멜로/로맨스
223,퍼시 잭슨과 번개 도둑,2010-02-11,"1,877,226","508,812",2010,1877226,판타지,퍼시잭슨과 번개도둑,액션|어드벤처|판타지
224,"색, 계",2007-11-08,"1,866,900","731,668",2007,1866900,드라마,"색, 계",드라마|멜로드라마|스릴러
225,테이큰 3,2015-01-01,"1,860,934","487,343",2015,1860934,액션,테이큰 3,액션|범죄
226,지.아이.조 2,2013-03-28,"1,855,917","525,451",2013,1855917,액션,지.아이.조 2,액션|SF|어드벤처
227,007 스펙터,2015-11-11,"1,820,842","548,085",2015,1820842,액션,007 스펙터,액션|스릴러
228,캐치 미 이프 유 캔,2003-01-24,"1,807,612","724,331",2003,1807612,드라마,캐치 미 이프 유 캔,드라마|범죄|전기
229,작전명 발키리,2009-01-22,"1,798,205","539,828",2009,1798205,스릴러,작전명 발키리,드라마|전쟁|스릴러
230,분노의 질주: 더 맥시멈,2013-05-22,"1,790,457","490,893",2013,1790457,액션,분노의 질주: 더 맥시멈,액션|범죄
231,저스티스 리그,2017-11-15,"1,786,386","524,158",2017,1786386,액션,저스티스 리그,액션|어드벤처|판타지|SF
232,"아이, 로봇",2004-07-30,"1,777,470","586,098",2004,1777470,SF,"아이, 로봇",액션|SF|스릴러
233,분노의 질주: 라이드 오어 다이,2023-05-17,"1,773,426","408,482",2023,1773426,액션,분노의 질주: 라이드 오어 다이,액션|범죄|미스터리|스릴러
234,벤자민 버튼의 시간은 거꾸로 간다,2009-02-12,"1,767,051","649,782",2009,1767051,드라마,벤자민 버튼의 시간은 거꾸로 간다,멜로드라마|판타지
235,수퍼맨 리턴즈,2006-06-28,"1,764,758","646,008",2006,1764758,SF,수퍼맨 리턴즈,액션|SF|판타지
236,나를 찾아줘,2014-10-23,"1,764,233","681,067",2014,1764233,스릴러,나를 찾아줘,드라마|미스터리|스릴러
237,걸리버 여행기,2011-01-27,"1,762,070","442,035",2011,1762070,코미디,걸리버 여행기,코메디|어드벤처
238,내셔널 트레져:비밀의 책,2007-12-19,"1,756,319","522,043",2007,1756319,액션,내셔널 트레져:비밀의 책,액션|어드벤처
239,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,"1,754,375","429,885",2019,1754375,애니메이션,주먹왕 랄프 2: 인터넷 속으로,어드벤처|코메디|가족|SF
240,이미테이션 게임,2015-02-17,"1,743,774","569,958",2015,1743774,드라마,이미테이션 게임,드라마|스릴러|전기
241,샹치와 텐 링즈의 전설,2021-09-01,"1,739,052","496,069",2021,1739052,액션,샹치와 텐 링즈의 전설,액션|어드벤처|판타지|SF
242,악마는 프라다를 입는다,2006-10-25,"1,730,719","664,697",2006,1730719,드라마,악마는 프라다를 입는다,코메디|드라마
243,씽,2016-12-21,"1,729,426","434,689",2016,1729426,애니메이션,씽,코메디|드라마
244,스타워즈 에피소드3 - 시스의복수,2005-05-26,"1,722,800","651,210",2005,1722800,SF,스타워즈 에피소드 3 : 시스의 복수,액션|SF|어드벤처|판타지
245,킬러의 보디가드,2017-08-30,"1,721,757","488,376",2017,1721757,액션,킬러의 보디가드,액션|코메디
246,언터처블: 1%의 우정,2012-03-22,"1,719,772","606,387",2012,1719772,코미디,언터처블:1%의 우정,드라마|코메디
247,샌 안드레아스,2015-06-03,"1,714,071","430,540",2015,1714071,액션,샌 안드레아스,드라마|액션|스릴러
248,쥬만지: 새로운 세계,2018-01-03,"1,708,672","421,003",2018,1708672,액션,쥬만지: 새로운 세계,액션|어드벤처
249,토르: 천둥의 신,2011-04-28,"1,694,529","519,905",2011,1694529,액션,토르 : 천둥의 신,액션|드라마|어드벤처|판타지
250,콩: 스컬 아일랜드,2017-03-08,"1,685,933","382,935",2017,1685933,액션,콩: 스컬 아일랜드,액션|어드벤처|판타지
251,점퍼,2008-02-14,"1,685,405","535,228",2008,1685405,SF,점퍼,액션|어드벤처
252,23 아이덴티티,2017-02-22,"1,675,798","490,806",2017,1675798,스릴러,23 아이덴티티,공포|스릴러
253,알렉산더,2004-12-31,"1,671,576","530,331",2004,1671576,전쟁,알렉산더,드라마|어드벤처|전기|전쟁
254,마다가스카의 펭귄,2014-12-31,"1,661,230","382,230",2014,1661230,애니메이션,마다가스카의 펭귄,코메디|어드벤처
255,아이스 에이지 4: 대륙 이동설,2012-07-25,"1,648,070","376,094",2012,1648070,애니메이션,아이스 에이지 4: 대륙 이동설,코메디|가족|어드벤처
256,듄,2021-10-20,"1,638,477","576,084",2021,1638477,SF,듄,어드벤처|드라마|SF
257,반 헬싱,2004-07-30,"1,631,359","519,558",2004,1631359,액션,반 헬싱,액션|공포(호러)|어드벤처|판타지|스릴러
258,마다가스카3 : 이번엔 서커스다!,2012-06-06,"1,626,704","447,184",2012,1626704,애니메이션,마다가스카3 : 이번엔 서커스다!,코메디|어드벤처
259,블랙 스완,2011-02-24,"1,623,199","677,998",2011,1623199,드라마,블랙 스완,드라마|스릴러
260,분노의 질주: 언리미티드,2011-04-20,"1,621,973","504,937",2011,1621973,스릴러,분노의 질주: 언리미티드,액션|드라마|범죄|스릴러
261,마다가스카,2005-07-14,"1,620,031","565,676",2005,1620031,애니메이션,마다가스카,코메디|드라마|어드벤처|아동
262,닥터 두리틀,2020-01-08,"1,607,082","425,975",2020,1607082,판타지,닥터 두리틀,코메디|가족|판타지|어드벤처
263,스타트렉 다크니스,2013-05-30,"1,605,271","557,358",2013,1605271,액션,스타트렉 다크니스,SF|액션|어드벤처
264,로빈 후드,2010-05-13,"1,596,574","492,605",2010,1596574,액션,로빈후드,액션|시대극/사극|드라마
265,300: 제국의 부활,2014-03-06,"1,593,116","481,429",2014,1593116,액션,300: 제국의 부활,드라마|액션|전쟁
266,라이프 오브 파이,2013-01-01,"1,588,373","631,357",2013,1588373,어드벤처,라이프 오브 파이,드라마|어드벤처
267,해리포터와 마법사의 돌,2001-12-13,0,"1,585,389",2001,1585389,가족,해리 포터와 마법사의 돌,드라마|어드벤처|가족|판타지
268,지구가 멈추는 날,2008-12-24,"1,576,333","453,854",2008,1576333,SF,지구가 멈추는 날,액션|SF|스릴러
269,적벽대전:거대한 전쟁의 시작,2008-07-10,"1,573,621","502,882",2008,1573621,액션,적벽대전 : 거대한 전쟁의 시작,액션|전쟁
270,미녀삼총사 : 맥시멈 스피드,2003-06-27,"1,566,696","645,472",2003,1566696,액션,미녀삼총사 : 맥시멈 스피드,액션|코메디|어드벤처|범죄
271,위플래쉬,2015-03-12,"1,561,815","635,871",2015,1561815,드라마,위플래쉬,드라마
272,범블비,2018-12-25,"1,561,643","368,023",2018,1561643,액션,범블비,액션|어드벤처|SF
273,앤트맨과 와스프: 퀀텀매니아,2023-02-15,"1,551,129","434,458",2023,1551129,액션,앤트맨과 와스프: 퀀텀매니아,액션|어드벤처|코메디|SF|스릴러
274,벼랑 위의 포뇨,2008-12-17,"1,521,842","472,286",2008,1521842,애니메이션,벼랑 위의 포뇨,드라마|멜로드라마|어드벤처|가족|판타지
275,오블리비언,2013-04-11,"1,515,356","484,314",2013,1515356,액션,오블리비언,SF|액션
276,몬스터 호텔 2,2015-12-24,"1,515,104","325,206",2015,1515104,애니메이션,몬스터 호텔 2,코메디|가족
277,엑소더스: 신들과 왕들,2014-12-03,"1,511,145","451,543",2014,1511145,드라마,엑소더스: 신들과 왕들,드라마
278,드래곤 길들이기 3,2019-01-30,"1,506,942","369,678",2019,1506942,애니메이션,드래곤 길들이기 3,어드벤처
279,인디펜던스 데이 : 리써전스,2016-06-22,"1,500,830","398,361",2016,1500830,액션,인디펜던스 데이: 리써전스,SF|액션|어드벤처
280,엑스맨 2,2003-04-30,"1,500,000","579,460",2003,1500000,SF,엑스맨 2,액션|SF|판타지|스릴러
281,토이 스토리 3,2010-08-05,"1,484,843","511,917",2010,1484843,가족,토이 스토리 3,드라마|어드벤처|아동|가족
282,킹덤 오브 헤븐,2005-05-04,"1,484,000","482,917",2005,1484000,액션,킹덤 오브 헤븐,드라마|전쟁|액션
283,나니아 연대기:캐스피언 왕자,2008-05-15,"1,478,573","427,352",2008,1478573,어드벤처,나니아 연대기 : 캐스피언 왕자,어드벤처|가족|판타지
284,어스,2019-03-27,"1,475,087","463,806",2019,1475087,공포(호러),어스,공포|스릴러
285,브레이킹 던 part1,2011-11-30,"1,462,280","452,507",2011,1462280,드라마,브레이킹 던 part1,드라마|멜로드라마|판타지|스릴러
286,젠틀맨 리그,2003-08-14,"1,450,000","445,810",2003,1450000,액션,젠틀맨리그,액션|SF|첩보|판타지
287,나쁜 녀석들 II,2003-08-08,"1,446,741","581,783",2003,1446741,액션,나쁜 녀석들 II,액션|코메디|범죄|스릴러
288,위대한 개츠비,2013-05-16,"1,445,124","625,029",2013,1445124,드라마,위대한 개츠비,드라마|멜로드라마
289,말레피센트 2,2019-10-17,"1,444,952","352,835",2019,1444952,어드벤처,말레피센트 2,판타지|어드벤처|가족
290,잃어버린 세계를 찾아서,2008-12-17,"1,438,353","317,918",2008,1438353,SF,잃어버린 세계를 찾아서,액션|SF|어드벤처|가족|판타지
291,다이하드: 굿 데이 투 다이,2013-02-06,"1,438,056","373,401",2013,1438056,액션,다이하드: 굿 데이 투 다이,액션|범죄|스릴러
292,연인,2004-09-10,"1,416,000","518,391",2004,1416000,멜로/로맨스,연인,액션|시대극/사극|드라마|무협
293,위대한 쇼맨,2017-12-20,"1,402,809","606,546",2017,1402809,드라마,위대한 쇼맨,뮤지컬|드라마
294,예스맨,2008-12-17,"1,402,609","585,717",2008,1402609,코미디,예스맨,코메디|드라마
295,마이너리티 리포트,2002-07-25,0,"1,401,000",2002,1401000,SF,마이너리티 리포트,액션|드라마|SF|범죄|미스터리|스릴러
296,벤허,2016-09-14,"1,399,771","356,087",2016,1399771,어드벤처,벤허,드라마|어드벤처
297,말레피센트,2014-05-29,"1,397,526","423,807",2014,1397526,액션,말레피센트,드라마
298,라스트 에어벤더,2010-08-19,"1,394,110","333,170",2010,1394110,액션,라스트 에어벤더,액션|어드벤처|가족
299,오션스 써틴,2007-06-14,"1,386,610","581,467",2007,1386610,범죄,오션스 13,드라마|범죄
300,램페이지,2018-04-12,"1,385,511","329,834",2018,1385511,액션,램페이지,액션|어드벤처|SF|재난
301,내셔널 트레져,2004-12-31,"1,384,507","445,917",2004,1384507,액션,내셔널 트레져,액션|어드벤처
302,해피 데스데이,2017-11-08,"1,382,480","365,202",2017,1382480,공포(호러),해피 데스 데이,공포|미스터리|스릴러
303,반지의 제왕 : 반지원정대,2001-12-31,0,"1,380,734",2001,1380734,드라마,반지의 제왕: 반지원정대,액션|드라마|어드벤처|판타지
304,폼페이: 최후의 날,2014-02-20,"1,373,873","409,656",2014,1373873,액션,폼페이: 최후의 날,드라마|액션|어드벤처
305,찰리와 초콜릿 공장,2005-09-16,"1,372,700","525,395",2005,1372700,코미디,찰리와 초콜릿 공장,코메디|가족|판타지
306,시카고,2003-03-28,"1,371,500","715,000",2003,1371500,뮤지컬,시카고,드라마|뮤지컬|범죄
307,퓨리,2014-11-20,"1,362,114","408,093",2014,1362114,액션,퓨리,드라마|액션|전쟁
308,포드 V 페라리,2019-12-04,"1,361,794","504,576",2019,1361794,액션,포드 V 페라리,액션|드라마
309,트와일라잇,2008-12-10,"1,356,180","490,035",2008,1356180,액션,트와일라잇,액션|공포|멜로/로맨스|하이틴(고교)|판타지|스릴러
310,닌자 어쌔신,2009-11-26,"1,345,025","430,606",2009,1345025,액션,닌자 어쌔신,액션
311,신들의 전쟁,2011-11-10,"1,338,411","437,778",2011,1338411,드라마,신들의 전쟁,액션|드라마|판타지
312,터미널,2004-08-27,"1,335,571","581,792",2004,1335571,드라마,터미널,코메디|드라마
313,오션스8,2018-06-13,"1,335,181","496,738",2018,1335181,액션,오션스8,액션|범죄|스릴러
314,굿 다이노,2016-01-07,"1,328,394","300,420",2016,1328394,애니메이션,굿 다이노,SF|코메디|가족|아동
315,드라큘라: 전설의 시작,2014-10-08,"1,321,751","372,677",2014,1321751,판타지,드라큘라: 전설의 시작,드라마|액션|판타지
316,월ㆍE,2008-08-06,"1,320,830","482,446",2008,1320830,애니메이션,월-E,코메디|SF|어드벤처|아동
317,가디언즈 오브 갤럭시,2014-07-31,"1,311,190","460,828",2014,1311190,액션,가디언즈 오브 갤럭시,SF|드라마|액션
318,월드 인베이젼,2011-03-10,"1,307,873","384,389",2011,1307873,SF,월드 인베이젼,액션|SF
319,에이리언: 커버넌트,2017-05-09,"1,307,226","396,001",2017,1307226,SF,에이리언: 커버넌트,SF|스릴러
320,신밧드:7대양의 전설,2003-07-11,"1,305,603","437,034",2003,1305603,애니메이션,신밧드:7대양의 전설,드라마|어드벤처|가족|판타지
321,엑스맨 탄생: 울버린,2009-04-30,"1,303,452","417,619",2009,1303452,SF,엑스맨 탄생: 울버린,액션|SF|판타지|스릴러
322,로맨틱 홀리데이,2006-12-14,"1,300,645","588,379",2006,1300645,코미디,로맨틱 홀리데이,코메디|드라마
323,니모를 찾아서,2003-06-05,"1,286,412","620,593",2003,1286412,애니메이션,니모를 찾아서,코메디|어드벤처|아동|가족
324,셜록: 유령신부,2016-01-02,"1,278,894","414,976",2016,1278894,범죄,셜록: 유령신부,드라마|범죄
325,소스 코드,2011-05-04,"1,277,301","469,899",2011,1277301,액션,소스 코드,드라마|SF|스릴러
326,라스트 사무라이,2004-01-09,"1,263,200","478,000",2004,1263200,액션,라스트 사무라이,액션|시대극/사극|드라마|어드벤처|전쟁
327,마다가스카 2,2009-01-08,"1,247,015","360,893",2009,1247015,애니메이션,마다가스카 2,액션|코메디|어드벤처|아동|가족
328,글래디에이터,2000-06-03,0,"1,242,055",2000,1242055,액션,글래디에이터,액션|시대극/사극|드라마
329,꿀벌대소동,2008-01-03,"1,240,953","275,524",2008,1240953,가족,꿀벌대소동,코메디|어드벤처|가족
330,나비효과,2004-11-12,"1,239,079","487,040",2004,1239079,드라마,나비 효과,드라마|공포(호러)|SF|스릴러
331,메리다와 마법의 숲,2012-09-27,"1,231,024","289,140",2012,1231024,애니메이션,메리다와 마법의 숲,액션|판타지
332,미션 임파서블 2,2000-06-16,0,"1,230,633",2000,1230633,액션,미션 임파서블 2,액션|첩보|스릴러
333,007 노 타임 투 다이,2021-09-29,"1,229,971","350,534",2021,1229971,액션,007 노 타임 투 다이,액션|어드벤처|스릴러
334,포비든 킹덤: 전설의 마스터를 찾아서,2008-04-24,"1,221,352","327,445",2008,1221352,액션,포비든 킹덤: 전설의 마스터를 찾아서,액션|코메디|어드벤처|판타지
335,토탈 리콜,2012-08-15,"1,219,637","378,245",2012,1219637,SF,토탈리콜,액션|SF
336,킹 아더,2004-07-23,"1,213,584","428,080",2004,1213584,사극,킹 아더,액션|시대극/사극|드라마|어드벤처
337,레지던트 이블 4: 끝나지 않은 전쟁 3D,2010-09-16,"1,209,538","365,095",2010,1209538,공포(호러),레지던트 이블 4: 끝나지 않은 전쟁,액션|공포(호러)|SF|스릴러
338,엘리시움,2013-08-29,"1,207,732","403,184",2013,1207732,SF,엘리시움,SF|드라마|액션
339,몬스터 하우스,2006-08-10,"1,201,649","381,359",2006,1201649,공포(호러),몬스터 하우스,코메디|공포(호러)|미스터리|가족|판타지
340,신비한 동물들과 덤블도어의 비밀,2022-04-13,"1,195,441","381,672",2022,1195441,어드벤처,신비한 동물들과 덤블도어의 비밀,어드벤처|가족|판타지
